Year,Trimester,District,Neighbourhood,Average _rent,Price
2014,2,Horta-Guinardo,el Guinardo,average rent per surface (euro/m2),9.12
2014,2,Horta-Guinardo,la Font d'en Fargues,average rent per surface (euro/m2),9.31
2014,2,Horta-Guinardo,el Carmel,average rent per surface (euro/m2),9
2014,2,Horta-Guinardo,la Teixonera,average rent per surface (euro/m2),8.42
2014,2,Horta-Guinardo,Sant Genis dels Agudells,average rent per surface (euro/m2),7.92
2014,2,Horta-Guinardo,Montbau,average rent per surface (euro/m2),9.02
2014,2,Horta-Guinardo,la Vall d'Hebron,average rent per surface (euro/m2),9.78
2014,2,Horta-Guinardo,Horta,average rent per surface (euro/m2),8.67
2014,2,Nou Barris,Vilapicina i la Torre Llobeta,average rent per surface (euro/m2),9.19
2014,2,Nou Barris,Porta,average rent per surface (euro/m2),8.94
2014,2,Nou Barris,el Turo de la Peira,average rent per surface (euro/m2),7.96
2014,2,Nou Barris,Can Peguera,average rent per surface (euro/m2),6.57
2014,2,Nou Barris,la Guineueta,average rent per surface (euro/m2),8.15
2014,2,Nou Barris,Canyelles,average rent per surface (euro/m2),5.58
2014,2,Nou Barris,les Roquetes,average rent per surface (euro/m2),8.66
2014,2,Nou Barris,Verdun,average rent per surface (euro/m2),9.33
2014,2,Nou Barris,la Prosperitat,average rent per surface (euro/m2),9.08
2014,2,Nou Barris,la Trinitat Nova,average rent per surface (euro/m2),8.7
2014,2,Nou Barris,Torre Baro,average rent per surface (euro/m2),9.06
2014,2,Nou Barris,Ciutat Meridiana,average rent per surface (euro/m2),6.85
2014,2,Sant Andreu,la Trinitat Vella,average rent per surface (euro/m2),6.23
2014,2,Sant Andreu,Baro de Viver,average rent per surface (euro/m2),4.03
2014,2,Sant Andreu,el Bon Pastor,average rent per surface (euro/m2),7.86
2014,2,Sant Andreu,Sant Andreu,average rent per surface (euro/m2),9.33
2014,2,Sant Andreu,la Sagrera,average rent per surface (euro/m2),9.76
2014,2,Sant Andreu,el Congres i els Indians,average rent per surface (euro/m2),9.34
2014,2,Sant Andreu,Navas,average rent per surface (euro/m2),8.66
2014,2,Sant Marti,el Camp de l'Arpa del Clot,average rent per surface (euro/m2),9.61
2014,2,Sant Marti,el Clot,average rent per surface (euro/m2),10.11
2014,2,Sant Marti,el Parc i la Llacuna del Poblenou,average rent per surface (euro/m2),10.31
2014,2,Sant Marti,la Vila Olimpica del Poblenou,average rent per surface (euro/m2),14.44
2014,2,Sant Marti,el Poblenou,average rent per surface (euro/m2),10.36
2014,2,Sant Marti,Diagonal Mar i el Front Maritim del Poblenou,average rent per surface (euro/m2),10.7
2014,2,Sant Marti,el Besos i el Maresme,average rent per surface (euro/m2),7.8
2014,2,Sant Marti,Provencals del Poblenou,average rent per surface (euro/m2),10.01
2014,2,Sant Marti,Sant Marti de Provencals,average rent per surface (euro/m2),9.41
2014,2,Sant Marti,la Verneda i la Pau,average rent per surface (euro/m2),8.26
2014,3,Ciutat Vella,el Raval,average rent per surface (euro/m2),9.84
2014,3,Ciutat Vella,Gothic Quarter,average rent per surface (euro/m2),10.99
2014,3,Ciutat Vella,la Barceloneta,average rent per surface (euro/m2),15.54
2014,3,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",average rent per surface (euro/m2),11.59
2014,3,Eixample,Fort Pienc,average rent per surface (euro/m2),9.64
2014,3,Eixample,Sagrada Familia,average rent per surface (euro/m2),10.4
2014,3,Eixample,la Dreta de l'Eixample,average rent per surface (euro/m2),9.96
2014,3,Eixample,l'Antiga Esquerra de l'Eixample,average rent per surface (euro/m2),10.33
2014,3,Eixample,la Nova Esquerra de l'Eixample,average rent per surface (euro/m2),10.31
2014,3,Eixample,Sant Antoni,average rent per surface (euro/m2),9.97
2014,3,Sants-Montjuic,el Poble Sec,average rent per surface (euro/m2),10.08
2014,3,Sants-Montjuic,la Marina de Port,average rent per surface (euro/m2),7.86
2014,3,Sants-Montjuic,la Font de la Guatlla,average rent per surface (euro/m2),10.04
2014,3,Sants-Montjuic,Hostafrancs,average rent per surface (euro/m2),9.93
2014,3,Sants-Montjuic,la Bordeta,average rent per surface (euro/m2),8.85
2014,3,Sants-Montjuic,Sants - Badal,average rent per surface (euro/m2),9.98
2014,3,Sants-Montjuic,Sants,average rent per surface (euro/m2),9.82
2014,3,Les Corts,les Corts,average rent per surface (euro/m2),10.91
2014,3,Les Corts,la Maternitat i Sant Ramon,average rent per surface (euro/m2),10.44
2014,3,Les Corts,Pedralbes,average rent per surface (euro/m2),12.06
2014,3,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",average rent per surface (euro/m2),8.78
2014,3,Sarria-Sant Gervasi,Sarria,average rent per surface (euro/m2),14.64
2014,3,Sarria-Sant Gervasi,les Tres Torres,average rent per surface (euro/m2),13.38
2014,3,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,average rent per surface (euro/m2),11.57
2014,3,Sarria-Sant Gervasi,Sant Gervasi - Galvany,average rent per surface (euro/m2),11.54
2014,3,Sarria-Sant Gervasi,el Putxet i el Farro,average rent per surface (euro/m2),10.76
2014,3,Gracia,Vallcarca i els Penitents,average rent per surface (euro/m2),10.08
2014,3,Gracia,el Coll,average rent per surface (euro/m2),8.85
2014,3,Gracia,la Salut,average rent per surface (euro/m2),9.49
2014,3,Gracia,la Vila de Gracia,average rent per surface (euro/m2),11.01
2014,3,Gracia,el Camp d'en Grassot i Gracia Nova,average rent per surface (euro/m2),10.45
2014,3,Horta-Guinardo,el Baix Guinardo,average rent per surface (euro/m2),9.26
2014,3,Horta-Guinardo,Can Baro,average rent per surface (euro/m2),9.18
2014,3,Horta-Guinardo,el Guinardo,average rent per surface (euro/m2),9.26
2014,3,Horta-Guinardo,la Font d'en Fargues,average rent per surface (euro/m2),9.58
2014,3,Horta-Guinardo,el Carmel,average rent per surface (euro/m2),8.47
2014,3,Horta-Guinardo,la Teixonera,average rent per surface (euro/m2),7.62
2014,3,Horta-Guinardo,Sant Genis dels Agudells,average rent per surface (euro/m2),7.71
2014,3,Horta-Guinardo,Montbau,average rent per surface (euro/m2),9.35
2014,3,Horta-Guinardo,la Vall d'Hebron,average rent per surface (euro/m2),9.11
2014,3,Horta-Guinardo,Horta,average rent per surface (euro/m2),8.92
2014,3,Nou Barris,Vilapicina i la Torre Llobeta,average rent per surface (euro/m2),8.61
2014,3,Nou Barris,Porta,average rent per surface (euro/m2),8.56
2014,3,Nou Barris,el Turo de la Peira,average rent per surface (euro/m2),7.44
2014,3,Nou Barris,Can Peguera,average rent per surface (euro/m2),3.54
2014,3,Nou Barris,la Guineueta,average rent per surface (euro/m2),8.3
2014,3,Nou Barris,Canyelles,average rent per surface (euro/m2),6.81
2014,3,Nou Barris,les Roquetes,average rent per surface (euro/m2),7.73
2014,3,Nou Barris,Verdun,average rent per surface (euro/m2),8.95
2014,3,Nou Barris,la Prosperitat,average rent per surface (euro/m2),8.49
2014,3,Nou Barris,la Trinitat Nova,average rent per surface (euro/m2),8.33
2014,3,Nou Barris,Ciutat Meridiana,average rent per surface (euro/m2),6.39
2014,3,Sant Andreu,la Trinitat Vella,average rent per surface (euro/m2),6.29
2014,3,Sant Andreu,el Bon Pastor,average rent per surface (euro/m2),7.68
2014,3,Sant Andreu,Sant Andreu,average rent per surface (euro/m2),9.11
2014,3,Sant Andreu,la Sagrera,average rent per surface (euro/m2),8.34
2014,3,Sant Andreu,el Congres i els Indians,average rent per surface (euro/m2),9.42
2014,3,Sant Andreu,Navas,average rent per surface (euro/m2),8.49
2014,3,Sant Marti,el Camp de l'Arpa del Clot,average rent per surface (euro/m2),9.77
2014,3,Sant Marti,el Clot,average rent per surface (euro/m2),9.23
2014,3,Sant Marti,el Parc i la Llacuna del Poblenou,average rent per surface (euro/m2),9.9
2014,3,Sant Marti,la Vila Olimpica del Poblenou,average rent per surface (euro/m2),13.56
2014,3,Sant Marti,el Poblenou,average rent per surface (euro/m2),10.4
2014,3,Sant Marti,Diagonal Mar i el Front Maritim del Poblenou,average rent per surface (euro/m2),12.49
2014,3,Sant Marti,el Besos i el Maresme,average rent per surface (euro/m2),6.84
2014,3,Sant Marti,Provencals del Poblenou,average rent per surface (euro/m2),9.1
2014,3,Sant Marti,Sant Marti de Provencals,average rent per surface (euro/m2),8.5
2014,3,Sant Marti,la Verneda i la Pau,average rent per surface (euro/m2),8.52
2014,4,Ciutat Vella,el Raval,average rent per surface (euro/m2),10.81
2014,4,Ciutat Vella,Gothic Quarter,average rent per surface (euro/m2),10.41
2014,4,Ciutat Vella,la Barceloneta,average rent per surface (euro/m2),16.14
2014,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",average rent per surface (euro/m2),11.09
2014,4,Eixample,Fort Pienc,average rent per surface (euro/m2),9.81
2014,4,Eixample,Sagrada Familia,average rent per surface (euro/m2),10.32
2014,4,Eixample,la Dreta de l'Eixample,average rent per surface (euro/m2),9.87
2014,4,Eixample,l'Antiga Esquerra de l'Eixample,average rent per surface (euro/m2),10.36
2014,4,Eixample,la Nova Esquerra de l'Eixample,average rent per surface (euro/m2),10.46
2014,4,Eixample,Sant Antoni,average rent per surface (euro/m2),9.94
2014,4,Sants-Montjuic,el Poble Sec,average rent per surface (euro/m2),10.2
2014,4,Sants-Montjuic,la Marina de Port,average rent per surface (euro/m2),8.66
2014,4,Sants-Montjuic,la Font de la Guatlla,average rent per surface (euro/m2),11.02
2014,4,Sants-Montjuic,Hostafrancs,average rent per surface (euro/m2),10.63
2014,4,Sants-Montjuic,la Bordeta,average rent per surface (euro/m2),9.37
2014,4,Sants-Montjuic,Sants - Badal,average rent per surface (euro/m2),9.77
2014,4,Sants-Montjuic,Sants,average rent per surface (euro/m2),10.06
2014,4,Les Corts,les Corts,average rent per surface (euro/m2),11.01
2014,4,Les Corts,la Maternitat i Sant Ramon,average rent per surface (euro/m2),10.54
2014,4,Les Corts,Pedralbes,average rent per surface (euro/m2),13.99
2014,4,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",average rent per surface (euro/m2),15.88
2014,4,Sarria-Sant Gervasi,Sarria,average rent per surface (euro/m2),13.52
2014,4,Sarria-Sant Gervasi,les Tres Torres,average rent per surface (euro/m2),13.18
2014,4,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,average rent per surface (euro/m2),11.44
2014,4,Sarria-Sant Gervasi,Sant Gervasi - Galvany,average rent per surface (euro/m2),11.62
2014,4,Sarria-Sant Gervasi,el Putxet i el Farro,average rent per surface (euro/m2),10.94
2014,4,Gracia,Vallcarca i els Penitents,average rent per surface (euro/m2),10.55
2014,4,Gracia,el Coll,average rent per surface (euro/m2),9.61
2014,4,Gracia,la Salut,average rent per surface (euro/m2),10.21
2014,4,Gracia,la Vila de Gracia,average rent per surface (euro/m2),11.2
2014,4,Gracia,el Camp d'en Grassot i Gracia Nova,average rent per surface (euro/m2),10.07
2014,4,Horta-Guinardo,el Baix Guinardo,average rent per surface (euro/m2),9.63
2014,4,Horta-Guinardo,Can Baro,average rent per surface (euro/m2),9.62
2014,4,Horta-Guinardo,el Guinardo,average rent per surface (euro/m2),9.01
2014,4,Horta-Guinardo,la Font d'en Fargues,average rent per surface (euro/m2),8.82
2014,4,Horta-Guinardo,el Carmel,average rent per surface (euro/m2),8.66
2014,4,Horta-Guinardo,la Teixonera,average rent per surface (euro/m2),8.85
2014,4,Horta-Guinardo,Sant Genis dels Agudells,average rent per surface (euro/m2),7.69
2014,4,Horta-Guinardo,Montbau,average rent per surface (euro/m2),9.26
2014,4,Horta-Guinardo,la Vall d'Hebron,average rent per surface (euro/m2),10.67
2014,4,Horta-Guinardo,Horta,average rent per surface (euro/m2),9.3
2014,4,Nou Barris,Vilapicina i la Torre Llobeta,average rent per surface (euro/m2),8.59
2014,4,Nou Barris,Porta,average rent per surface (euro/m2),8.49
2014,4,Nou Barris,el Turo de la Peira,average rent per surface (euro/m2),8.19
2014,4,Nou Barris,la Guineueta,average rent per surface (euro/m2),8.3
2014,4,Nou Barris,Canyelles,average rent per surface (euro/m2),7.7
2014,4,Nou Barris,les Roquetes,average rent per surface (euro/m2),8.46
2014,4,Nou Barris,Verdun,average rent per surface (euro/m2),9.51
2014,4,Nou Barris,la Prosperitat,average rent per surface (euro/m2),8.97
2014,4,Nou Barris,la Trinitat Nova,average rent per surface (euro/m2),8.03
2014,4,Nou Barris,Ciutat Meridiana,average rent per surface (euro/m2),6.17
2014,4,Sant Andreu,la Trinitat Vella,average rent per surface (euro/m2),7.13
2014,4,Sant Andreu,el Bon Pastor,average rent per surface (euro/m2),8.55
2014,4,Sant Andreu,Sant Andreu,average rent per surface (euro/m2),8.94
2014,4,Sant Andreu,la Sagrera,average rent per surface (euro/m2),8.98
2014,4,Sant Andreu,el Congres i els Indians,average rent per surface (euro/m2),9.03
2014,4,Sant Andreu,Navas,average rent per surface (euro/m2),9.24
2014,4,Sant Marti,el Camp de l'Arpa del Clot,average rent per surface (euro/m2),9.62
2014,4,Sant Marti,el Clot,average rent per surface (euro/m2),9.47
2014,4,Sant Marti,el Parc i la Llacuna del Poblenou,average rent per surface (euro/m2),9.66
2014,4,Sant Marti,la Vila Olimpica del Poblenou,average rent per surface (euro/m2),12.25
2014,4,Sant Marti,el Poblenou,average rent per surface (euro/m2),10.19
2014,4,Sant Marti,Diagonal Mar i el Front Maritim del Poblenou,average rent per surface (euro/m2),11.49
2014,4,Sant Marti,el Besos i el Maresme,average rent per surface (euro/m2),8.09
2014,4,Sant Marti,Provencals del Poblenou,average rent per surface (euro/m2),10.03
2014,4,Sant Marti,Sant Marti de Provencals,average rent per surface (euro/m2),8.86
2014,4,Sant Marti,la Verneda i la Pau,average rent per surface (euro/m2),8.14
2015,1,Ciutat Vella,el Raval,average rent (euro/month),601.31
2015,1,Ciutat Vella,Gothic Quarter,average rent (euro/month),756.68
2015,1,Ciutat Vella,la Barceloneta,average rent (euro/month),581.34
2015,1,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",average rent (euro/month),697.16
2015,1,Eixample,Fort Pienc,average rent (euro/month),753.76
2015,1,Eixample,Sagrada Familia,average rent (euro/month),679.03
2015,1,Eixample,la Dreta de l'Eixample,average rent (euro/month),957.55
2015,1,Eixample,l'Antiga Esquerra de l'Eixample,average rent (euro/month),859.64
2015,1,Eixample,la Nova Esquerra de l'Eixample,average rent (euro/month),766.18
2015,1,Eixample,Sant Antoni,average rent (euro/month),740.41
2015,1,Sants-Montjuic,el Poble Sec,average rent (euro/month),578.76
2015,1,Sants-Montjuic,la Marina de Port,average rent (euro/month),492.49
2015,1,Sants-Montjuic,la Font de la Guatlla,average rent (euro/month),728.25
2015,1,Sants-Montjuic,Hostafrancs,average rent (euro/month),614.15
2015,1,Sants-Montjuic,la Bordeta,average rent (euro/month),621.71
2015,1,Sants-Montjuic,Sants - Badal,average rent (euro/month),606.48
2015,1,Sants-Montjuic,Sants,average rent (euro/month),616.05
2015,1,Les Corts,les Corts,average rent (euro/month),822.36
2015,1,Les Corts,la Maternitat i Sant Ramon,average rent (euro/month),727.99
2015,1,Les Corts,Pedralbes,average rent (euro/month),1250.83
2015,1,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",average rent (euro/month),1335.71
2015,1,Sarria-Sant Gervasi,Sarria,average rent (euro/month),917.13
2015,1,Sarria-Sant Gervasi,les Tres Torres,average rent (euro/month),1335.63
2015,1,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,average rent (euro/month),954
2015,1,Sarria-Sant Gervasi,Sant Gervasi - Galvany,average rent (euro/month),1088.66
2015,1,Sarria-Sant Gervasi,el Putxet i el Farro,average rent (euro/month),758.44
2015,1,Gracia,Vallcarca i els Penitents,average rent (euro/month),777.25
2015,1,Gracia,el Coll,average rent (euro/month),576.44
2015,1,Gracia,la Salut,average rent (euro/month),673.2
2015,1,Gracia,la Vila de Gracia,average rent (euro/month),707.17
2015,1,Gracia,el Camp d'en Grassot i Gracia Nova,average rent (euro/month),701.69
2015,1,Horta-Guinardo,el Baix Guinardo,average rent (euro/month),653.16
2015,1,Horta-Guinardo,Can Baro,average rent (euro/month),521.06
2015,1,Horta-Guinardo,el Guinardo,average rent (euro/month),601.06
2015,1,Horta-Guinardo,la Font d'en Fargues,average rent (euro/month),733.81
2015,1,Horta-Guinardo,el Carmel,average rent (euro/month),485.74
2015,1,Horta-Guinardo,la Teixonera,average rent (euro/month),505.02
2015,1,Horta-Guinardo,Sant Genis dels Agudells,average rent (euro/month),543.33
2015,1,Horta-Guinardo,Montbau,average rent (euro/month),608.87
2015,1,Horta-Guinardo,la Vall d'Hebron,average rent (euro/month),740
2015,1,Horta-Guinardo,Horta,average rent (euro/month),585.54
2015,1,Nou Barris,Vilapicina i la Torre Llobeta,average rent (euro/month),561.58
2015,1,Nou Barris,Porta,average rent (euro/month),545.86
2015,1,Nou Barris,el Turo de la Peira,average rent (euro/month),455.96
2015,1,Nou Barris,la Guineueta,average rent (euro/month),626.23
2015,1,Nou Barris,les Roquetes,average rent (euro/month),461.89
2015,1,Nou Barris,Verdun,average rent (euro/month),469.83
2015,1,Nou Barris,la Prosperitat,average rent (euro/month),515.49
2015,1,Nou Barris,la Trinitat Nova,average rent (euro/month),433.81
2015,1,Nou Barris,Ciutat Meridiana,average rent (euro/month),401.17
2015,1,Sant Andreu,la Trinitat Vella,average rent (euro/month),383.62
2015,1,Sant Andreu,Baro de Viver,average rent (euro/month),303.8
2015,1,Sant Andreu,el Bon Pastor,average rent (euro/month),504.27
2015,1,Sant Andreu,Sant Andreu,average rent (euro/month),585.98
2015,1,Sant Andreu,la Sagrera,average rent (euro/month),619.16
2015,1,Sant Andreu,el Congres i els Indians,average rent (euro/month),595.43
2015,1,Sant Andreu,Navas,average rent (euro/month),665.89
2015,1,Sant Marti,el Camp de l'Arpa del Clot,average rent (euro/month),615.46
2015,1,Sant Marti,el Clot,average rent (euro/month),618.57
2015,1,Sant Marti,el Parc i la Llacuna del Poblenou,average rent (euro/month),722.23
2015,1,Sant Marti,la Vila Olimpica del Poblenou,average rent (euro/month),1093.14
2015,1,Sant Marti,el Poblenou,average rent (euro/month),682.84
2015,1,Sant Marti,Diagonal Mar i el Front Maritim del Poblenou,average rent (euro/month),914.75
2015,1,Sant Marti,el Besos i el Maresme,average rent (euro/month),512.89
2015,1,Sant Marti,Provencals del Poblenou,average rent (euro/month),612.11
2015,1,Sant Marti,Sant Marti de Provencals,average rent (euro/month),662.25
